dt,program_title,device_name,country_code,product_type,unique_users,content_count
2018-10-01,"""Yo, min venn er et spøkelse""",androiddash,Normway,svod,1,1
2018-10-01,1. Division,androiddash,Denmark,svod,1,1
2018-10-01,1. Division,atv,Denmark,svod,1,1
2018-10-01,1. Division,ios,Denmark,svod,4,4
2018-10-01,1. Division,pcdash,Denmark,svod,1,1
2018-10-01,100 Things To Do Before High School,androiddash,Denmark,svod,9,12
2018-10-01,100 Things To Do Before High School,androiddash,Normway,svod,1,1
2018-10-01,100 Things To Do Before High School,androiddash,Sweden,svod,6,6
2018-10-01,100 Things To Do Before High School,androidxdk,Sweden,svod,1,1
2018-10-01,100 Things To Do Before High School,atv,Denmark,svod,2,2
2018-10-01,100 Things To Do Before High School,atv,Normway,svod,2,2
2018-10-01,100 Things To Do Before High School,atv,Sweden,svod,8,9
2018-10-01,100 Things To Do Before High School,chromecast,Denmark,svod,1,1
2018-10-01,100 Things To Do Before High School,chromecast,Sweden,svod,5,7
2018-10-01,100 Things To Do Before High School,ios,Denmark,svod,26,30
2018-10-01,100 Things To Do Before High School,ios,Normway,svod,11,12
2018-10-01,100 Things To Do Before High School,ios,Sweden,svod,18,21
2018-10-01,100 Things To Do Before High School,lg2015xdk,Normway,svod,1,1
2018-10-01,100 Things To Do Before High School,lg2017xdk,Denmark,svod,1,1
2018-10-01,100 Things To Do Before High School,pcdash,Denmark,svod,3,4
2018-10-01,100 Things To Do Before High School,pcdash,Sweden,svod,2,2
2018-10-01,100 Things To Do Before High School,ps4xdk,Denmark,svod,5,6
2018-10-01,100 Things To Do Before High School,samsung2012xdk,Denmark,svod,1,1
2018-10-01,100 Things To Do Before High School,samsung2012xdk,Sweden,svod,2,2
2018-10-01,100 Things To Do Before High School,samsung2013xdk,Normway,svod,1,1
2018-10-01,100 Things To Do Before High School,samsung2013xdk,Sweden,svod,2,2
2018-10-01,100 Things To Do Before High School,samsung2014xdk,Denmark,svod,1,1
2018-10-01,100 Things To Do Before High School,samsung2015xdk,Denmark,svod,1,1
2018-10-01,100 Things To Do Before High School,samsung2015xdk,Sweden,svod,1,1
2018-10-01,100 Things To Do Before High School,samsung2016xdk,Sweden,svod,2,3
2018-10-01,100 Things To Do Before High School,samsung2017xdk,Denmark,svod,1,2
2018-10-01,100 Things To Do Before High School,samsung2017xdk,Normway,svod,3,4
2018-10-01,100 Things To Do Before High School,samsung2017xdk,Sweden,svod,2,2
2018-10-01,100 Things To Do Before High School,samsung2018xdk,Normway,svod,1,2
2018-10-01,100 saker att göra före High School,ios,Sweden,svod,2,2
2018-10-01,100 ting at nå inden high school,ios,Denmark,svod,1,1
2018-10-01,100 ting å gjøre før high school,ios,Normway,svod,1,1
2018-10-01,101 Dalmatians,androidxdk,Denmark,svod,1,1
2018-10-01,101 Dalmatians,atv,Sweden,svod,1,1
2018-10-01,101 Dalmatians,lg2014xdk,Sweden,svod,1,1
2018-10-01,101 Dalmatians,pcdash,Normway,svod,1,1
2018-10-01,101 Dalmatians,pcdash,Sweden,svod,2,2
2018-10-01,102 Dalmatians,androiddash,Sweden,svod,1,1
2018-10-01,102 Dalmatians,atv,Normway,svod,1,1
2018-10-01,102 Dalmatians,atv,Sweden,svod,3,3
2018-10-01,102 Dalmatians,lg2012xdk,Normway,svod,1,1
2018-10-01,102 Dalmatians,lg2015xdk,Sweden,svod,1,1
2018-10-01,102 Dalmatians,pcdash,Sweden,svod,1,1
2018-10-01,102 Dalmatians,samsung2016xdk,Sweden,svod,1,1
2018-10-01,11.22.63,androiddash,Denmark,svod,1,1
2018-10-01,11.22.63,androiddash,Finland,svod,1,1
2018-10-01,11.22.63,androiddash,Sweden,svod,2,2
2018-10-01,11.22.63,atv,Sweden,svod,1,1
2018-10-01,11.22.63,chromecast,Denmark,svod,1,1
2018-10-01,11.22.63,chromecast,Sweden,svod,2,2
2018-10-01,11.22.63,ios,Normway,svod,1,1
2018-10-01,11.22.63,ios,Sweden,svod,1,1
2018-10-01,11.22.63,lg2016xdk,Denmark,svod,1,1
2018-10-01,11.22.63,lg2016xdk,Normway,svod,1,1
2018-10-01,11.22.63,pcdash,Normway,svod,1,1
2018-10-01,11.22.63,pcdash,Sweden,svod,4,4
2018-10-01,11.22.63,pchls,Denmark,svod,1,1
2018-10-01,11.22.63,ps4xdk,Denmark,svod,1,1
2018-10-01,11.22.63,ps4xdk,Finland,svod,1,1
2018-10-01,11.22.63,ps4xdk,Normway,svod,1,1
2018-10-01,11.22.63,ps4xdk,Sweden,svod,1,1
2018-10-01,11.22.63,samsung2012xdk,Sweden,svod,2,3
2018-10-01,11.22.63,samsung2015xdk,Normway,svod,2,2
2018-10-01,11.22.63,samsung2017xdk,Normway,svod,1,1
2018-10-01,11.22.63,samsung2018xdk,Sweden,svod,1,1
2018-10-01,150 Milligrams,androiddash,Normway,svod,1,1
2018-10-01,150 Milligrams,androiddash,Sweden,svod,1,1
2018-10-01,150 Milligrams,androiddash,Sweden,svod,1,1
2018-10-01,150 Milligrams,androidxdk,Sweden,svod,1,1
2018-10-01,150 Milligrams,atv,Denmark,svod,2,2
2018-10-01,150 Milligrams,ios,Denmark,svod,1,1
2018-10-01,150 Milligrams,ios,Denmark,svod,2,2
2018-10-01,150 Milligrams,ios,Normway,svod,2,2
2018-10-01,150 Milligrams,ios,Sweden,svod,3,3
2018-10-01,16 & pregnant,atv,Sweden,svod,1,1
2018-10-01,16 & pregnant,ios,Normway,svod,2,2
2018-10-01,16 & pregnant,ios,Sweden,svod,1,1
2018-10-01,16 & pregnant,samsung2015xdk,Sweden,svod,1,1
2018-10-01,16-Nyhetene,ios,Normway,svod,1,1
2018-10-01,17-Nyhetene,pcdash,Normway,svod,1,1
2018-10-01,18 Nyhederne,androiddash,Denmark,svod,1,1
2018-10-01,18 Nyhederne,atv,Denmark,svod,1,1
2018-10-01,18 Nyhederne,ios,Denmark,svod,1,1
2018-10-01,18 Nyhederne,pcdash,Denmark,svod,1,1
2018-10-01,19 Nyhederne,atv,Denmark,svod,1,1
2018-10-01,19 Nyhederne,ios,Denmark,svod,2,2
2018-10-01,2. Bundesliga live,androiddash,Finland,svod,1,1
2018-10-01,2. Bundesliga live,androidxdk,Sweden,svod,1,1
2018-10-01,2. Bundesliga live,chromecast,Sweden,svod,1,1
2018-10-01,2. Bundesliga live,ios,Denmark,svod,1,1
2018-10-01,2. Bundesliga live,pcdash,Denmark,svod,1,1
2018-10-01,2. Bundesliga live,pcdash,Finland,svod,1,1
2018-10-01,2. Bundesliga live,pcdash,Sweden,svod,1,1
2018-10-01,2. Bundesliga live,ps4xdk,Finland,svod,1,1
2018-10-01,2. Bundesliga live,samsung2013xdk,Finland,svod,1,1
2018-10-01,2. Bundesliga live,samsung2014xdk,Denmark,svod,1,1
2018-10-01,2. Bundesliga live,samsung2016xdk,Denmark,svod,1,1
2018-10-01,"20,000 Leagues Under the Sea",ios,Sweden,svod,1,1
2018-10-01,"20,000 Leagues Under the Sea",lg2017xdk,Denmark,svod,1,1
2018-10-01,"20,000 Leagues Under the Sea",pcdash,Denmark,svod,1,1
2018-10-01,"20,000 Leagues Under the Sea",pchls,Normway,svod,1,1
2018-10-01,"20,000 Leagues Under the Sea",samsung2014xdk,Sweden,svod,1,1
2018-10-01,20th Century Women,androiddash,Finland,svod,1,1
2018-10-01,20th Century Women,ios,Denmark,svod,1,1
2018-10-01,20th Century Women,ios,Normway,svod,1,1
2018-10-01,20th Century Women,lg2013xdk,Denmark,svod,1,1
2018-10-01,20th Century Women,pcdash,Sweden,svod,1,1
2018-10-01,20th Century Women,pcdash,Sweden,svod,1,1
2018-10-01,20th Century Women,samsung2012xdk,Denmark,svod,1,1
2018-10-01,20th Century Women,samsung2013xdk,Denmark,svod,1,1
2018-10-01,22 Nyhederne,ps4xdk,Denmark,svod,1,1
2018-10-01,24,androiddash,Denmark,svod,4,4
2018-10-01,24,androiddash,Finland,svod,9,12
2018-10-01,24,androiddash,Sweden,svod,4,4
2018-10-01,24,androidxdk,Normway,svod,1,1
2018-10-01,24,androidxdk,Sweden,svod,1,1
2018-10-01,24,atv,Denmark,svod,4,4
2018-10-01,24,atv,Finland,svod,2,2
2018-10-01,24,atv,Normway,svod,9,10
2018-10-01,24,atv,Sweden,svod,13,16
2018-10-01,24,chromecast,Denmark,svod,6,6
2018-10-01,24,chromecast,Normway,svod,4,5
2018-10-01,24,chromecast,Sweden,svod,4,5
2018-10-01,24,ios,Denmark,svod,12,15
2018-10-01,24,ios,Finland,svod,2,2
2018-10-01,24,ios,Normway,svod,8,8
2018-10-01,24,ios,Sweden,svod,11,12
2018-10-01,24,lg2013xdk,Sweden,svod,1,1
2018-10-01,24,lg2015xdk,Normway,svod,1,1
2018-10-01,24,lg2015xdk,Sweden,svod,2,2
2018-10-01,24,lg2016xdk,Denmark,svod,1,1
2018-10-01,24,lg2016xdk,Finland,svod,1,1
2018-10-01,24,lg2016xdk,Sweden,svod,1,1
2018-10-01,24,lg2017xdk,Finland,svod,1,1
2018-10-01,24,lg2017xdk,Normway,svod,2,2
2018-10-01,24,pcdash,Denmark,svod,8,14
2018-10-01,24,pcdash,Finland,svod,11,13
2018-10-01,24,pcdash,Normway,svod,11,11
2018-10-01,24,pcdash,Sweden,svod,13,15
2018-10-01,24,pcdashpr,Denmark,svod,1,3
2018-10-01,24,pcdashpr,Finland,svod,2,4
2018-10-01,24,pchls,Denmark,svod,1,1
2018-10-01,24,pchls,Finland,svod,1,1
2018-10-01,24,pchls,Sweden,svod,1,1
2018-10-01,24,ps3xdk,Denmark,svod,2,3
2018-10-01,24,ps3xdk,Sweden,svod,2,3
2018-10-01,24,ps4xdk,Denmark,svod,3,4
2018-10-01,24,ps4xdk,Finland,svod,5,8
2018-10-01,24,ps4xdk,Normway,svod,1,1
2018-10-01,24,ps4xdk,Sweden,svod,1,1
2018-10-01,24,samsung2012xdk,Sweden,svod,1,1
2018-10-01,24,samsung2014xdk,Denmark,svod,1,1
2018-10-01,24,samsung2015xdk,Denmark,svod,2,2
2018-10-01,24,samsung2015xdk,Normway,svod,2,2
2018-10-01,24,samsung2015xdk,Sweden,svod,1,1
2018-10-01,24,samsung2016xdk,Denmark,svod,2,5
2018-10-01,24,samsung2016xdk,Finland,svod,1,1
2018-10-01,24,samsung2016xdk,Sweden,svod,5,5
2018-10-01,24,samsung2017xdk,Denmark,svod,1,1
2018-10-01,24,samsung2017xdk,Finland,svod,2,2
2018-10-01,24,samsung2017xdk,Normway,svod,3,3
2018-10-01,24,xboxonexdk,Normway,svod,1,1
2018-10-01,24,xboxonexdk,Sweden,svod,1,1
2018-10-01,24 Hours in Police Custody,atv,Normway,svod,1,1
2018-10-01,24 Hours in Police Custody,ios,Normway,svod,3,3
2018-10-01,24 Hours in Police Custody,samsung2017xdk,Normway,svod,1,1
2018-10-01,24: Legacy,ios,Finland,svod,1,1
2018-10-01,24: Legacy,ios,Normway,svod,2,2
2018-10-01,24: Legacy,ios,Sweden,svod,1,1
2018-10-01,24: Legacy,pcdash,Sweden,svod,2,2
2018-10-01,24: Legacy,ps4xdk,Finland,svod,1,1
2018-10-01,24: Legacy,ps4xdk,Sweden,svod,1,2
2018-10-01,24: Legacy,samsung2013xdk,Normway,svod,1,1
2018-10-01,24: Legacy,samsung2013xdk,Sweden,svod,1,1
2018-10-01,24: Legacy,samsung2016xdk,Normway,svod,2,2
2018-10-01,24: Legacy,samsung2016xdk,Sweden,svod,1,1
2018-10-01,24: Live Another Day,androiddash,Denmark,svod,2,2
2018-10-01,24: Live Another Day,androiddash,Finland,svod,1,1
2018-10-01,24: Live Another Day,atv,Finland,svod,1,1
2018-10-01,24: Live Another Day,atv,Normway,svod,1,2
2018-10-01,24: Live Another Day,atv,Sweden,svod,1,1
2018-10-01,24: Live Another Day,chromecast,Denmark,svod,1,1
2018-10-01,24: Live Another Day,chromecast,Sweden,svod,1,1
2018-10-01,24: Live Another Day,ios,Denmark,svod,1,1
2018-10-01,24: Live Another Day,ios,Finland,svod,2,2
2018-10-01,24: Live Another Day,lg2013xdk,Denmark,svod,1,1
2018-10-01,24: Live Another Day,lg2013xdk,Finland,svod,1,1
2018-10-01,24: Live Another Day,pcdash,Finland,svod,1,1
2018-10-01,24: Live Another Day,pcdash,Normway,svod,3,5
2018-10-01,24: Live Another Day,ps4xdk,Denmark,svod,1,1
2018-10-01,24: Live Another Day,ps4xdk,Normway,svod,1,1
2018-10-01,24: Live Another Day,samsung2013xdk,Normway,svod,1,1
2018-10-01,24: Live Another Day,samsung2016xdk,Finland,svod,1,1
2018-10-01,24: Live Another Day,samsung2016xdk,Normway,svod,1,1
2018-10-01,24: Live Another Day,xboxonexdk,Sweden,svod,1,1
2018-10-01,3 Things,androiddash,Denmark,svod,1,1
2018-10-01,3 Things,atv,Denmark,svod,1,1
2018-10-01,3 Things,chromecast,Denmark,svod,1,1
2018-10-01,3 Things,ios,Denmark,svod,1,1
2018-10-01,3 Things,lg2016xdk,Denmark,svod,1,1
2018-10-01,3 Things,lg2018xdk,Denmark,svod,1,1
2018-10-01,3 Things,pcdash,Denmark,svod,3,3
2018-10-01,3 Things,samsung2016xdk,Denmark,svod,1,1
2018-10-01,3 Things,samsung2017xdk,Denmark,svod,1,1
2018-10-01,3-meter,androiddash,Denmark,svod,1,1
2018-10-01,3-meter,atv,Denmark,svod,1,1
2018-10-01,3-meter,ios,Denmark,svod,1,1
2018-10-01,3-meter,philips2017xdk,Denmark,svod,1,1
2018-10-01,300,samsung2016xdk,Sweden,est,1,1
2018-10-01,5. Gear - sæson 2,androiddash,Denmark,svod,1,1
2018-10-01,72 Dangerous Places to Live,androiddash,Normway,svod,1,1
2018-10-01,72 Dangerous Places to Live,androiddash,Sweden,svod,2,2
2018-10-01,72 Dangerous Places to Live,chromecast,Sweden,svod,1,1
2018-10-01,72 Dangerous Places to Live,chromecast,Sweden,svod,1,1
2018-10-01,72 Dangerous Places to Live,pcdash,Normway,svod,1,1
2018-10-01,72 Dangerous Places to Live,xboxonexdk,Sweden,svod,1,1
2018-10-01,90 Days to Wed,androiddash,Sweden,svod,1,1
2018-10-01,90 Days to Wed,androidxdk,Sweden,svod,1,1
2018-10-01,90 Days to Wed,ios,Sweden,svod,5,5
2018-10-01,90 Days to Wed,samsung2015xdk,Sweden,svod,1,1
2018-10-01,90 days to Wed,ios,Normway,svod,1,1
2018-10-01,999: What's Your emergency,androidxdk,Denmark,svod,1,1
2018-10-01,999: What's Your emergency,ios,Denmark,svod,2,2
2018-10-01,999: What's Your emergency,lg2016xdk,Denmark,svod,1,1
2018-10-01,999: What's Your emergency,lg2017xdk,Denmark,svod,1,1
2018-10-01,999: What's Your emergency,lg2018xdk,Denmark,svod,1,1
2018-10-01,A Bad Moms Christmas,pcdash,Normway,tvod,1,1
2018-10-01,A Cinderella Story: If the Shoe Fits,pcdash,Sweden,tvod,1,1
2018-10-01,A Dogs Purpose,androiddash,Denmark,svod,1,1
2018-10-01,A Dogs Purpose,chromecast,Normway,svod,1,1
2018-10-01,A Dogs Purpose,ios,Denmark,svod,1,1
2018-10-01,A Dogs Purpose,pcdash,Denmark,svod,1,1
2018-10-01,A Dogs Purpose,pchls,Denmark,svod,1,1
2018-10-01,A Dogs Purpose,samsung2012xdk,Normway,svod,1,1
2018-10-01,A Dogs Purpose,samsung2014xdk,Normway,svod,1,1
2018-10-01,A Dogs Purpose,samsung2016xdk,Normway,svod,1,1
2018-10-01,A Good Woman,androiddash,Normway,svod,1,1
2018-10-01,A Good Woman,androiddash,Sweden,svod,2,2
2018-10-01,A Good Woman,atv,Denmark,svod,1,1
2018-10-01,A Good Woman,ios,Sweden,svod,3,3
2018-10-01,A Good Woman,lg2017xdk,Denmark,svod,1,1
2018-10-01,A Good Woman,pchls,Denmark,svod,1,1
2018-10-01,A Perfect Getaway,androidxdk,Denmark,svod,1,1
2018-10-01,A Perfect Getaway,pcdash,Normway,svod,1,1
2018-10-01,A Place in the Sun: Summer Sun,atv,Normway,svod,1,1
2018-10-01,A Place in the Sun: Summer Sun,ios,Normway,svod,1,1
2018-10-01,A Place in the Sun: Summer Sun,pcdash,Normway,svod,1,1
2018-10-01,A Place in the Sun: Summer Sun,ps4xdk,Normway,svod,2,2
2018-10-01,A Place in the Sun: Summer Sun,samsung2017xdk,Normway,svod,1,1
2018-10-01,A Puppy for Christmas,pcdash,Denmark,svod,1,1
2018-10-01,A Room with a View,androiddash,Normway,svod,1,1
2018-10-01,A Room with a View,androiddash,Sweden,svod,1,1
2018-10-01,A Room with a View,androidxdk,Sweden,svod,1,1
2018-10-01,A Room with a View,ios,Sweden,svod,1,1
2018-10-01,A Room with a View,lg2016xdk,Sweden,svod,1,1
2018-10-01,A Star is Born,pcdash,Normway,svod,1,1
2018-10-01,A Year in Space,ios,Denmark,svod,1,1
2018-10-01,ALL ACCESS: Quest for the Stanley Cup,androiddash,Finland,svod,1,1
2018-10-01,ALL ACCESS: Quest for the Stanley Cup,atv,Sweden,svod,1,2
2018-10-01,ALL ACCESS: Quest for the Stanley Cup,chromecast,Normway,svod,1,1
2018-10-01,ALL ACCESS: Quest for the Stanley Cup,ps4xdk,Sweden,svod,1,1
2018-10-01,ALL ACCESS: Quest for the Stanley Cup,samsung2012xdk,Sweden,svod,1,1
2018-10-01,ALL ACCESS: Quest for the Stanley Cup,samsung2016xdk,Sweden,svod,1,1
2018-10-01,ATP 500 Series,ios,Denmark,svod,3,3
2018-10-01,ATP World Tour 500 DK,androiddash,Denmark,svod,1,1
2018-10-01,ATP World Tour 500 DK,ios,Denmark,svod,2,2
2018-10-01,ATP World Tour 500 DK,ps4xdk,Denmark,svod,1,1
2018-10-01,Abduction,androiddash,Denmark,svod,1,1
2018-10-01,Abduction,atv,Sweden,svod,1,1
2018-10-01,Abduction,chromecast,Normway,svod,1,1
2018-10-01,Aber Bergen,androiddash,Normway,svod,2,2
2018-10-01,Aber Bergen,atv,Normway,svod,2,2
2018-10-01,Aber Bergen,atv,Sweden,svod,4,5
2018-10-01,Aber Bergen,chromecast,Normway,svod,4,4
2018-10-01,Aber Bergen,chromecast,Sweden,svod,1,1
2018-10-01,Aber Bergen,ios,Denmark,svod,4,4
2018-10-01,Aber Bergen,ios,Normway,svod,6,6
2018-10-01,Aber Bergen,ios,Sweden,svod,1,1
2018-10-01,Aber Bergen,lg2017xdk,Normway,svod,1,1
2018-10-01,Aber Bergen,pcdash,Denmark,svod,1,1
2018-10-01,Aber Bergen,pcdash,Normway,svod,2,3
2018-10-01,Aber Bergen,pcdash,Sweden,svod,3,4
2018-10-01,Aber Bergen,ps4xdk,Normway,svod,2,2
2018-10-01,Aber Bergen,samsung2014xdk,Normway,svod,1,1
2018-10-01,Aber Bergen,samsung2014xdk,Sweden,svod,1,1
2018-10-01,Aber Bergen,samsung2016xdk,Sweden,svod,1,1
2018-10-01,Aber Bergen,samsung2017xdk,Normway,svod,4,4
2018-10-01,Aber Bergen,samsung2017xdk,Sweden,svod,1,1
2018-10-01,Absentia,androiddash,Denmark,svod,1,1
2018-10-01,Absentia,androiddash,Normway,svod,1,1
2018-10-01,Absentia,androiddash,Sweden,svod,3,3
2018-10-01,Absentia,androidxdk,Denmark,svod,2,2
2018-10-01,Absentia,atv,Denmark,svod,5,5
2018-10-01,Absentia,atv,Normway,svod,1,1
2018-10-01,Absentia,atv,Sweden,svod,4,4
2018-10-01,Absentia,chromecast,Denmark,svod,2,2
2018-10-01,Absentia,chromecast,Normway,svod,1,1
2018-10-01,Absentia,chromecast,Sweden,svod,8,9
2018-10-01,Absentia,ios,Denmark,svod,6,6
2018-10-01,Absentia,ios,Normway,svod,4,4
2018-10-01,Absentia,ios,Sweden,svod,8,9
2018-10-01,Absentia,lg2014xdk,Sweden,svod,1,1
2018-10-01,Absentia,lg2015xdk,Normway,svod,1,1
2018-10-01,Absentia,pcdash,Denmark,svod,3,4
2018-10-01,Absentia,pcdash,Normway,svod,2,2
2018-10-01,Absentia,pcdash,Sweden,svod,2,2
2018-10-01,Absentia,pchls,Denmark,svod,1,2
2018-10-01,Absentia,ps4xdk,Denmark,svod,1,1
2018-10-01,Absentia,samsung2013xdk,Normway,svod,1,1
2018-10-01,Absentia,samsung2014xdk,Sweden,svod,2,2
2018-10-01,Absentia,samsung2015xdk,Sweden,svod,2,2
2018-10-01,Absentia,samsung2016xdk,Denmark,svod,1,1
2018-10-01,Absentia,samsung2016xdk,Sweden,svod,1,1
2018-10-01,Absentia,samsung2017xdk,Denmark,svod,1,1
2018-10-01,Absentia,samsung2017xdk,Sweden,svod,2,3
2018-10-01,Absentia,xboxonexdk,Normway,svod,1,1
2018-10-01,Absolutely Fabulous: The Movie,atv,Sweden,svod,1,1
2018-10-01,Absolutely Fabulous: The Movie,ios,Sweden,svod,1,1
2018-10-01,Absolutely Fabulous: The Movie,lg2017xdk,Finland,svod,1,1
2018-10-01,Absolutely Fabulous: The Movie,lg2017xdk,Normway,svod,1,1
2018-10-01,Absolutely Fabulous: The Movie,samsung2016xdk,Sweden,svod,1,1
2018-10-01,According to Jim,androiddash,Sweden,svod,2,2
2018-10-01,According to Jim,atv,Sweden,svod,2,2
2018-10-01,According to Jim,chromecast,Sweden,svod,1,1
2018-10-01,According to Jim,ios,Sweden,svod,2,2
2018-10-01,According to Jim,pcdash,Sweden,svod,2,2
2018-10-01,According to Jim,ps4xdk,Sweden,svod,1,1
2018-10-01,According to Jim,samsung2016xdk,Sweden,svod,2,2
2018-10-01,Action Point,samsung2016xdk,Denmark,tvod,1,1
2018-10-01,Acts of Vengeance,atv,Denmark,svod,1,1
2018-10-01,Acts of Vengeance,pcdash,Denmark,svod,1,1
2018-10-01,Acts of Vengeance,pcdashpr,Denmark,svod,1,1
2018-10-01,Acts of Vengeance,ps3xdk,Finland,svod,1,1
2018-10-01,Acts of Vengeance,samsung2013xdk,Normway,svod,1,1
2018-10-01,Acts of Vengeance,samsung2017xdk,Normway,svod,1,1
2018-10-01,Adam & Eva,androiddash,Denmark,svod,1,1
2018-10-01,Adam & Eva,ios,Denmark,svod,5,5
2018-10-01,Adam & Eva,lg2015xdk,Denmark,svod,1,1
2018-10-01,Adam & Eva,pcdash,Denmark,svod,3,3
2018-10-01,Adam & Eva,pchls,Denmark,svod,1,1
2018-10-01,Adventure Time,androiddash,Denmark,svod,9,10
2018-10-01,Adventure Time,androiddash,Normway,svod,5,5
2018-10-01,Adventure Time,androiddash,Sweden,svod,8,15
2018-10-01,Adventure Time,androidxdk,Denmark,svod,1,1
2018-10-01,Adventure Time,atv,Denmark,svod,3,3
2018-10-01,Adventure Time,atv,Normway,svod,3,8
2018-10-01,Adventure Time,atv,Sweden,svod,6,8
2018-10-01,Adventure Time,chromecast,Denmark,svod,6,8
2018-10-01,Adventure Time,chromecast,Normway,svod,1,2
2018-10-01,Adventure Time,chromecast,Sweden,svod,4,4
2018-10-01,Adventure Time,ios,Denmark,svod,31,42
2018-10-01,Adventure Time,ios,Normway,svod,6,7
2018-10-01,Adventure Time,ios,Sweden,svod,18,24
2018-10-01,Adventure Time,lg2013xdk,Sweden,svod,1,1
2018-10-01,Adventure Time,lg2015xdk,Sweden,svod,3,3
2018-10-01,Adventure Time,lg2016xdk,Denmark,svod,2,4
2018-10-01,Adventure Time,lg2016xdk,Normway,svod,1,1
2018-10-01,Adventure Time,lg2017xdk,Normway,svod,1,1
2018-10-01,Adventure Time,panasonic2014,Sweden,svod,1,1
2018-10-01,Adventure Time,pcdash,Denmark,svod,4,5
2018-10-01,Adventure Time,pcdash,Sweden,svod,3,3
2018-10-01,Adventure Time,pchls,Denmark,svod,1,1
2018-10-01,Adventure Time,pchls,Sweden,svod,1,1
2018-10-01,Adventure Time,ps4xdk,Denmark,svod,1,2
2018-10-01,Adventure Time,ps4xdk,Sweden,svod,4,6
2018-10-01,Adventure Time,samsung2012xdk,Denmark,svod,2,2
2018-10-01,Adventure Time,samsung2012xdk,Normway,svod,1,2
2018-10-01,Adventure Time,samsung2013xdk,Denmark,svod,1,1
2018-10-01,Adventure Time,samsung2013xdk,Normway,svod,1,1
2018-10-01,Adventure Time,samsung2013xdk,Sweden,svod,1,1
2018-10-01,Adventure Time,samsung2014xdk,Denmark,svod,2,2
2018-10-01,Adventure Time,samsung2014xdk,Sweden,svod,2,3
2018-10-01,Adventure Time,samsung2015xdk,Denmark,svod,2,2
2018-10-01,Adventure Time,samsung2015xdk,Normway,svod,1,1
2018-10-01,Adventure Time,samsung2015xdk,Sweden,svod,2,3
2018-10-01,Adventure Time,samsung2016xdk,Finland,svod,1,1
2018-10-01,Adventure Time,samsung2016xdk,Normway,svod,1,1
2018-10-01,Adventure Time,samsung2017xdk,Denmark,svod,1,2
2018-10-01,Adventure Time,samsung2017xdk,Normway,svod,1,1
2018-10-01,Adventure Time,samsung2017xdk,Sweden,svod,3,3
2018-10-01,Adventure Time,xboxonexdk,Denmark,svod,1,1
2018-10-01,Adventure Time,xboxonexdk,Sweden,svod,1,4
2018-10-01,Adventures of Chuck & Friends,androiddash,Denmark,svod,2,2
2018-10-01,Adventures of Chuck & Friends,androiddash,Finland,svod,4,4
2018-10-01,Adventures of Chuck & Friends,androiddash,Normway,svod,1,1
2018-10-01,Adventures of Chuck & Friends,androiddash,Sweden,svod,2,2
2018-10-01,Adventures of Chuck & Friends,androidxdk,Denmark,svod,2,2
2018-10-01,Adventures of Chuck & Friends,androidxdk,Finland,svod,1,1
2018-10-01,Adventures of Chuck & Friends,atv,Denmark,svod,2,2
2018-10-01,Adventures of Chuck & Friends,atv,Finland,svod,2,2
2018-10-01,Adventures of Chuck & Friends,atv,Normway,svod,4,4
2018-10-01,Adventures of Chuck & Friends,atv,Sweden,svod,3,3
2018-10-01,Adventures of Chuck & Friends,chromecast,Denmark,svod,3,6
2018-10-01,Adventures of Chuck & Friends,chromecast,Normway,svod,3,7
2018-10-01,Adventures of Chuck & Friends,chromecast,Sweden,svod,6,7
2018-10-01,Adventures of Chuck & Friends,ios,Denmark,svod,6,6
2018-10-01,Adventures of Chuck & Friends,ios,Finland,svod,1,1
2018-10-01,Adventures of Chuck & Friends,ios,Normway,svod,2,2
2018-10-01,Adventures of Chuck & Friends,ios,Sweden,svod,8,9
2018-10-01,Adventures of Chuck & Friends,lg2013xdk,Sweden,svod,1,2
2018-10-01,Adventures of Chuck & Friends,lg2017xdk,Sweden,svod,2,2
2018-10-01,Adventures of Chuck & Friends,lg2018xdk,Denmark,svod,1,1
2018-10-01,Adventures of Chuck & Friends,panasonic2014,Denmark,svod,1,1
2018-10-01,Adventures of Chuck & Friends,pcdash,Finland,svod,1,1
2018-10-01,Adventures of Chuck & Friends,pcdash,Sweden,svod,1,1
2018-10-01,Adventures of Chuck & Friends,ps4xdk,Denmark,svod,1,1
2018-10-01,Adventures of Chuck & Friends,ps4xdk,Finland,svod,2,2
2018-10-01,Adventures of Chuck & Friends,ps4xdk,Sweden,svod,3,6
2018-10-01,Adventures of Chuck & Friends,samsung2012xdk,Sweden,svod,1,2
2018-10-01,Adventures of Chuck & Friends,samsung2013xdk,Finland,svod,1,1
2018-10-01,Adventures of Chuck & Friends,samsung2013xdk,Normway,svod,2,2
2018-10-01,Adventures of Chuck & Friends,samsung2013xdk,Sweden,svod,2,2
2018-10-01,Adventures of Chuck & Friends,samsung2014xdk,Denmark,svod,1,2
2018-10-01,Adventures of Chuck & Friends,samsung2014xdk,Finland,svod,1,1
2018-10-01,Adventures of Chuck & Friends,samsung2014xdk,Sweden,svod,1,1
2018-10-01,Adventures of Chuck & Friends,samsung2015xdk,Denmark,svod,3,3
2018-10-01,Adventures of Chuck & Friends,samsung2015xdk,Normway,svod,2,2
2018-10-01,Adventures of Chuck & Friends,samsung2015xdk,Sweden,svod,3,3
