dt,program_title,device_name,country_code,product_type,unique_users,content_count
2018-10-01,Brickleberry,samsung2017xdk,Normway,svod,2,3
2018-10-01,Brickleberry,samsung2017xdk,Sweden,svod,1,2
2018-10-01,Brickleberry,xboxonexdk,Denmark,svod,1,2
2018-10-01,Brickleberry,xboxonexdk,Sweden,svod,1,1
2018-10-01,Bridget Jones's Baby,samsung2014xdk,Denmark,tvod,1,1
2018-10-01,Brille,ios,Normway,svod,2,2
2018-10-01,Brillebjørn på Bondegården,pcdash,Normway,tvod,1,1
2018-10-01,Brimstone,chromecast,Normway,tvod,1,1
2018-10-01,Bring It On,lg2015xdk,Sweden,svod,1,1
2018-10-01,Brit Cops,androiddash,Sweden,svod,1,1
2018-10-01,Brit Cops,chromecast,Sweden,svod,1,1
2018-10-01,Brit Cops,ios,Sweden,svod,1,1
2018-10-01,Brit Cops,pcdashpr,Sweden,svod,1,1
2018-10-01,Britain's bloody crown: War of the roses,ios,Sweden,svod,2,2
2018-10-01,British League Speedway Live,androiddash,Finland,svod,1,1
2018-10-01,British League Speedway Live,androiddash,Sweden,svod,1,1
2018-10-01,British League Speedway Live,atv,Denmark,svod,1,1
2018-10-01,British League Speedway Live,atv,Normway,svod,1,1
2018-10-01,British League Speedway Live,atv,Sweden,svod,8,8
2018-10-01,British League Speedway Live,chromecast,Finland,svod,1,1
2018-10-01,British League Speedway Live,chromecast,Sweden,svod,2,2
2018-10-01,British League Speedway Live,ios,Normway,svod,1,1
2018-10-01,British League Speedway Live,ios,Sweden,svod,3,3
2018-10-01,British League Speedway Live,pcdash,Denmark,svod,2,2
2018-10-01,British League Speedway Live,pcdash,Sweden,svod,1,1
2018-10-01,British League Speedway Live,pcdashpr,Sweden,svod,1,1
2018-10-01,British League Speedway Live,ps4xdk,Denmark,svod,1,1
2018-10-01,British League Speedway Live,samsung2013xdk,Finland,svod,1,1
2018-10-01,British League Speedway Live,samsung2017xdk,Sweden,svod,2,2
2018-10-01,British Open Official Film 1977,atv,Normway,svod,1,1
2018-10-01,British Open Official Film 2017,atv,Sweden,svod,1,1
2018-10-01,British Open Official Film 2017,ios,Normway,svod,1,1
2018-10-01,British Open Official Film 2017,pcdash,Normway,svod,1,1
2018-10-01,Brojects,atv,Sweden,svod,1,1
2018-10-01,Broken Flowers,atv,Sweden,svod,1,1
2018-10-01,Broken Flowers,chromecast,Denmark,svod,1,1
2018-10-01,Broken Flowers,chromecast,Normway,svod,1,1
2018-10-01,Broken Flowers,lg2016xdk,Normway,svod,1,1
2018-10-01,Broken Flowers,samsung2017xdk,Normway,svod,1,1
2018-10-01,Brooklyn Nine Nine,androiddash,Sweden,svod,3,3
2018-10-01,Brooklyn Nine Nine,androidxdk,Sweden,svod,1,1
2018-10-01,Brooklyn Nine Nine,atv,Sweden,svod,1,1
2018-10-01,Brooklyn Nine Nine,ios,Sweden,svod,8,8
2018-10-01,Brooklyn Nine Nine,pcdash,Sweden,svod,2,2
2018-10-01,Brooklyn Nine Nine,ps4xdk,Sweden,svod,5,5
2018-10-01,Brooklyn Nine Nine,samsung2015xdk,Sweden,svod,1,1
2018-10-01,Brooklyn Nine Nine,samsung2016xdk,Sweden,svod,2,2
2018-10-01,Brooklyn Nine Nine,xboxonexdk,Sweden,svod,1,1
2018-10-01,Brooklyn Nine-Nine,androiddash,Sweden,svod,2,2
2018-10-01,Brooklyn Nine-Nine,ios,Sweden,svod,10,10
2018-10-01,Brooklyn Nine-Nine,pcdash,Sweden,svod,3,3
2018-10-01,Brooklyn Nine-Nine,pcdashpr,Sweden,svod,1,1
2018-10-01,Brooklyn Nine-Nine,samsung2013xdk,Sweden,svod,1,1
2018-10-01,Brooklyn Nine-Nine,samsung2015xdk,Sweden,svod,1,1
2018-10-01,Brother Bear,chromecast,Sweden,est,1,1
2018-10-01,Brottskod,androiddash,Sweden,svod,1,1
2018-10-01,Brottskod,androidxdk,Sweden,svod,1,1
2018-10-01,Brottskod,atv,Sweden,svod,2,2
2018-10-01,Brottskod,chromecast,Sweden,svod,2,2
2018-10-01,Brottskod,ios,Sweden,svod,5,5
2018-10-01,Brottskod,lg2017xdk,Sweden,svod,1,1
2018-10-01,Brottskod,pcdash,Sweden,svod,3,3
2018-10-01,Brottskod,samsung2015xdk,Sweden,svod,1,1
2018-10-01,Brødrene Dal og Vikingsverdets Forbannelse,ios,Normway,svod,1,1
2018-10-01,Brøndby - fra mareridt til medaljer,samsung2017xdk,Denmark,svod,1,1
2018-10-01,Brüno,atv,Denmark,svod,1,1
2018-10-01,Bubble Guppies,androiddash,Denmark,svod,4,4
2018-10-01,Bubble Guppies,androiddash,Normway,svod,3,3
2018-10-01,Bubble Guppies,androiddash,Sweden,svod,11,12
2018-10-01,Bubble Guppies,androidxdk,Finland,svod,2,2
2018-10-01,Bubble Guppies,androidxdk,Sweden,svod,1,1
2018-10-01,Bubble Guppies,atv,Denmark,svod,6,7
2018-10-01,Bubble Guppies,atv,Normway,svod,3,3
2018-10-01,Bubble Guppies,atv,Sweden,svod,24,30
2018-10-01,Bubble Guppies,chromecast,Denmark,svod,5,6
2018-10-01,Bubble Guppies,chromecast,Normway,svod,2,3
2018-10-01,Bubble Guppies,chromecast,Sweden,svod,11,12
2018-10-01,Bubble Guppies,ios,Denmark,svod,13,15
2018-10-01,Bubble Guppies,ios,Normway,svod,6,7
2018-10-01,Bubble Guppies,ios,Sweden,svod,15,20
2018-10-01,Bubble Guppies,lg2013xdk,Denmark,svod,2,2
2018-10-01,Bubble Guppies,lg2014xdk,Denmark,svod,1,1
2018-10-01,Bubble Guppies,lg2014xdk,Sweden,svod,1,2
2018-10-01,Bubble Guppies,lg2015xdk,Sweden,svod,1,1
2018-10-01,Bubble Guppies,lg2016xdk,Denmark,svod,1,1
2018-10-01,Bubble Guppies,lg2017xdk,Sweden,svod,1,1
2018-10-01,Bubble Guppies,pcdash,Denmark,svod,1,2
2018-10-01,Bubble Guppies,pcdash,Normway,svod,1,2
2018-10-01,Bubble Guppies,pcdash,Sweden,svod,2,2
2018-10-01,Bubble Guppies,pcdashpr,Finland,svod,1,3
2018-10-01,Bubble Guppies,ps4xdk,Finland,svod,2,2
2018-10-01,Bubble Guppies,ps4xdk,Normway,svod,1,1
2018-10-01,Bubble Guppies,ps4xdk,Sweden,svod,1,1
2018-10-01,Bubble Guppies,samsung2012xdk,Denmark,svod,2,2
2018-10-01,Bubble Guppies,samsung2012xdk,Finland,svod,1,1
2018-10-01,Bubble Guppies,samsung2013xdk,Finland,svod,1,1
2018-10-01,Bubble Guppies,samsung2013xdk,Normway,svod,1,1
2018-10-01,Bubble Guppies,samsung2014xdk,Finland,svod,1,1
2018-10-01,Bubble Guppies,samsung2014xdk,Sweden,svod,2,2
2018-10-01,Bubble Guppies,samsung2015xdk,Denmark,svod,1,1
2018-10-01,Bubble Guppies,samsung2015xdk,Finland,svod,1,1
2018-10-01,Bubble Guppies,samsung2015xdk,Sweden,svod,4,8
2018-10-01,Bubble Guppies,samsung2016xdk,Finland,svod,2,2
2018-10-01,Bubble Guppies,samsung2016xdk,Sweden,svod,1,2
2018-10-01,Bubble Guppies,samsung2017xdk,Denmark,svod,2,2
2018-10-01,Bubble Guppies,samsung2017xdk,Sweden,svod,1,1
2018-10-01,Bubble Guppies,xboxonexdk,Finland,svod,1,1
2018-10-01,Bubble Guppies,xboxonexdk,Normway,svod,1,1
2018-10-01,Buddenbrooks,androiddash,Denmark,svod,1,1
2018-10-01,Buddenbrooks,atv,Sweden,svod,1,1
2018-10-01,Buddenbrooks,chromecast,Denmark,svod,1,1
2018-10-01,Buddenbrooks,ios,Sweden,svod,1,1
2018-10-01,Buffy the Vampire Slayer,androiddash,Denmark,svod,1,1
2018-10-01,Buffy the Vampire Slayer,androiddash,Finland,svod,14,16
2018-10-01,Buffy the Vampire Slayer,androiddash,Normway,svod,3,4
2018-10-01,Buffy the Vampire Slayer,androiddash,Sweden,svod,4,6
2018-10-01,Buffy the Vampire Slayer,androidxdk,Denmark,svod,1,1
2018-10-01,Buffy the Vampire Slayer,androidxdk,Sweden,svod,2,2
2018-10-01,Buffy the Vampire Slayer,atv,Finland,svod,1,1
2018-10-01,Buffy the Vampire Slayer,atv,Normway,svod,4,4
2018-10-01,Buffy the Vampire Slayer,atv,Sweden,svod,4,4
2018-10-01,Buffy the Vampire Slayer,chromecast,Denmark,svod,4,5
2018-10-01,Buffy the Vampire Slayer,chromecast,Normway,svod,1,1
2018-10-01,Buffy the Vampire Slayer,chromecast,Sweden,svod,7,8
2018-10-01,Buffy the Vampire Slayer,ios,Denmark,svod,10,13
2018-10-01,Buffy the Vampire Slayer,ios,Finland,svod,4,4
2018-10-01,Buffy the Vampire Slayer,ios,Normway,svod,4,4
2018-10-01,Buffy the Vampire Slayer,ios,Sweden,svod,14,18
2018-10-01,Buffy the Vampire Slayer,lg2012xdk,Finland,svod,1,1
2018-10-01,Buffy the Vampire Slayer,lg2012xdk,Sweden,svod,1,1
2018-10-01,Buffy the Vampire Slayer,lg2013xdk,Sweden,svod,1,1
2018-10-01,Buffy the Vampire Slayer,lg2015xdk,Normway,svod,1,2
2018-10-01,Buffy the Vampire Slayer,lg2015xdk,Sweden,svod,1,1
2018-10-01,Buffy the Vampire Slayer,lg2016xdk,Denmark,svod,1,1
2018-10-01,Buffy the Vampire Slayer,lg2016xdk,Finland,svod,2,2
2018-10-01,Buffy the Vampire Slayer,lg2016xdk,Normway,svod,1,1
2018-10-01,Buffy the Vampire Slayer,lg2016xdk,Sweden,svod,2,2
2018-10-01,Buffy the Vampire Slayer,lg2017xdk,Denmark,svod,2,2
2018-10-01,Buffy the Vampire Slayer,pcdash,Denmark,svod,11,12
2018-10-01,Buffy the Vampire Slayer,pcdash,Finland,svod,7,7
2018-10-01,Buffy the Vampire Slayer,pcdash,Normway,svod,4,5
2018-10-01,Buffy the Vampire Slayer,pcdash,Sweden,svod,12,14
2018-10-01,Buffy the Vampire Slayer,pcdashpr,Finland,svod,1,1
2018-10-01,Buffy the Vampire Slayer,pcdashpr,Normway,svod,1,1
2018-10-01,Buffy the Vampire Slayer,pcdashpr,Sweden,svod,1,1
2018-10-01,Buffy the Vampire Slayer,pchls,Denmark,svod,1,1
2018-10-01,Buffy the Vampire Slayer,pchls,Sweden,svod,2,2
2018-10-01,Buffy the Vampire Slayer,ps3xdk,Denmark,svod,1,1
2018-10-01,Buffy the Vampire Slayer,ps4xdk,Denmark,svod,1,1
2018-10-01,Buffy the Vampire Slayer,ps4xdk,Finland,svod,6,6
2018-10-01,Buffy the Vampire Slayer,ps4xdk,Normway,svod,1,3
2018-10-01,Buffy the Vampire Slayer,ps4xdk,Sweden,svod,3,4
2018-10-01,Buffy the Vampire Slayer,samsung2013xdk,Denmark,svod,1,1
2018-10-01,Buffy the Vampire Slayer,samsung2013xdk,Normway,svod,1,2
2018-10-01,Buffy the Vampire Slayer,samsung2013xdk,Sweden,svod,1,2
2018-10-01,Buffy the Vampire Slayer,samsung2015xdk,Denmark,svod,1,2
2018-10-01,Buffy the Vampire Slayer,samsung2015xdk,Finland,svod,2,2
2018-10-01,Buffy the Vampire Slayer,samsung2015xdk,Normway,svod,1,2
2018-10-01,Buffy the Vampire Slayer,samsung2016xdk,Denmark,svod,1,1
2018-10-01,Buffy the Vampire Slayer,samsung2016xdk,Finland,svod,1,1
2018-10-01,Buffy the Vampire Slayer,samsung2016xdk,Normway,svod,1,2
2018-10-01,Buffy the Vampire Slayer,samsung2016xdk,Sweden,svod,1,1
2018-10-01,Buffy the Vampire Slayer,samsung2017xdk,Denmark,svod,1,1
2018-10-01,Buffy the Vampire Slayer,samsung2017xdk,Finland,svod,1,1
2018-10-01,Build A New Life In The Country,ios,Denmark,svod,1,1
2018-10-01,Build A New Life In The Country,pcdash,Denmark,svod,1,1
2018-10-01,Build A New Life In The Country,samsung2017xdk,Denmark,svod,1,1
2018-10-01,Building Wild,ios,Denmark,svod,1,1
2018-10-01,Building Wild,ios,Sweden,svod,1,1
2018-10-01,Bulletproof Monk,androiddash,Finland,svod,1,1
2018-10-01,Bulletproof Monk,androiddash,Normway,svod,1,1
2018-10-01,Bulletproof Monk,androidxdk,Sweden,svod,1,1
2018-10-01,Bulletproof Monk,chromecast,Denmark,svod,2,2
2018-10-01,Bulletproof Monk,chromecast,Sweden,svod,1,1
2018-10-01,Bulletproof Monk,lg2016xdk,Denmark,svod,1,1
2018-10-01,Bulletproof Monk,pcdash,Denmark,svod,1,1
2018-10-01,Bulletproof Monk,ps4xdk,Denmark,svod,1,1
2018-10-01,Bulletproof Monk,ps4xdk,Finland,svod,1,1
2018-10-01,Bulletproof Monk,ps4xdk,Normway,svod,1,1
2018-10-01,Bulletproof Monk,ps4xdk,Sweden,svod,1,1
2018-10-01,Bulletproof Monk,samsung2013xdk,Normway,svod,1,1
2018-10-01,Bulletproof Monk,samsung2016xdk,Denmark,svod,1,1
2018-10-01,Bundesliga 2,ios,Sweden,svod,6,6
2018-10-01,Bundesliga 2,samsung2016xdk,Sweden,svod,1,1
2018-10-01,Bundesliga Live,androiddash,Sweden,svod,1,1
2018-10-01,Bundesliga Live,ios,Normway,svod,1,1
2018-10-01,Bundesliga Live,ios,Sweden,svod,1,1
2018-10-01,Bundesliga Live,pcdash,Sweden,svod,1,1
2018-10-01,Bundesliga SE,androiddash,Sweden,svod,1,1
2018-10-01,Bundesliga SE,atv,Sweden,svod,1,1
2018-10-01,Bundesliga SE,ios,Sweden,svod,11,11
2018-10-01,Bundesliga SE,pcdash,Sweden,svod,1,1
2018-10-01,Bundesliga SE,xboxonexdk,Sweden,svod,2,2
2018-10-01,Bundesliga Season Preview,ios,Denmark,svod,2,2
2018-10-01,Bundesliga Season Preview,ios,Sweden,svod,1,1
2018-10-01,Bundesliga Season Preview,pcdash,Sweden,svod,1,1
2018-10-01,Bundesliga Season Preview,pcdashpr,Finland,svod,1,1
2018-10-01,Bundesliga Season Preview,pchls,Normway,svod,1,1
2018-10-01,Bundesliga Season Preview,samsung2012xdk,Denmark,svod,1,1
2018-10-01,Bunkd,androiddash,Normway,svod,1,1
2018-10-01,Bunkd,androidxdk,Normway,svod,1,1
2018-10-01,Bunkd,atv,Sweden,svod,1,1
2018-10-01,Bunkd,ios,Denmark,svod,2,2
2018-10-01,Bunkd,ios,Normway,svod,1,1
2018-10-01,Bunkd,ios,Sweden,svod,2,2
2018-10-01,Business briefing,ios,Denmark,svod,1,1
2018-10-01,Businessfellen,atv,Normway,svod,1,1
2018-10-01,Bygglov,ios,Denmark,svod,3,5
2018-10-01,Bästa vänner när som helst,ios,Sweden,svod,2,2
2018-10-01,Bølgen,pcdash,Normway,tvod,1,1
2018-10-01,Børnelokkerne,androiddash,Denmark,svod,8,9
2018-10-01,Børnelokkerne,androidxdk,Denmark,svod,2,2
2018-10-01,Børnelokkerne,atv,Denmark,svod,11,11
2018-10-01,Børnelokkerne,chromecast,Denmark,svod,14,14
2018-10-01,Børnelokkerne,ios,Denmark,svod,20,20
2018-10-01,Børnelokkerne,lg2013xdk,Denmark,svod,1,1
2018-10-01,Børnelokkerne,lg2015xdk,Denmark,svod,2,2
2018-10-01,Børnelokkerne,lg2016xdk,Denmark,svod,1,1
2018-10-01,Børnelokkerne,lg2017xdk,Denmark,svod,7,7
2018-10-01,Børnelokkerne,pcdash,Denmark,svod,18,20
2018-10-01,Børnelokkerne,pchls,Denmark,svod,4,4
2018-10-01,Børnelokkerne,ps3xdk,Denmark,svod,2,2
2018-10-01,Børnelokkerne,ps4xdk,Denmark,svod,5,5
2018-10-01,Børnelokkerne,samsung2013xdk,Denmark,svod,2,2
2018-10-01,Børnelokkerne,samsung2014xdk,Denmark,svod,4,4
2018-10-01,Børnelokkerne,samsung2015xdk,Denmark,svod,1,1
2018-10-01,Børnelokkerne,samsung2017xdk,Denmark,svod,4,6
2018-10-01,Børnelokkerne,samsung2018xdk,Denmark,svod,1,1
2018-10-01,Børnelokkerne,xboxonexdk,Denmark,svod,1,1
2018-10-01,CNN Newsroom (with World Sport),pcdash,Sweden,svod,1,1
2018-10-01,CNN newsroom,pchls,Sweden,svod,1,1
2018-10-01,CNN talk,ios,Sweden,svod,1,1
2018-10-01,CNN today (with world sport),ios,Sweden,svod,1,1
2018-10-01,CS:GO: ESL One New York 2018,ios,Sweden,svod,1,1
2018-10-01,CS:GO: ESL One New York 2018,ps4xdk,Sweden,svod,1,1
2018-10-01,CSI,androiddash,Sweden,svod,2,2
2018-10-01,CSI,ios,Normway,svod,1,1
2018-10-01,CSI,ios,Sweden,svod,3,3
2018-10-01,CSI,pcdash,Sweden,svod,1,1
2018-10-01,CSI,samsung2015xdk,Normway,svod,1,1
2018-10-01,CSI,samsung2017xdk,Normway,svod,1,1
2018-10-01,CSI,samsung2017xdk,Sweden,svod,1,1
2018-10-01,CSI Miami,androiddash,Sweden,svod,3,3
2018-10-01,CSI Miami,atv,Sweden,svod,4,4
2018-10-01,CSI Miami,chromecast,Sweden,svod,1,1
2018-10-01,CSI Miami,ios,Sweden,svod,13,13
2018-10-01,CSI Miami,pcdash,Sweden,svod,2,2
2018-10-01,CSI Miami,samsung2014xdk,Sweden,svod,1,1
2018-10-01,CSI Miami,samsung2017xdk,Sweden,svod,2,2
2018-10-01,CSI: Crime Scene Investigation,atv,Denmark,svod,1,1
2018-10-01,CSI: Crime Scene Investigation,lg2016xdk,Denmark,svod,1,2
2018-10-01,CSI: Crime Scene Investigation,pcdash,Denmark,svod,1,1
2018-10-01,CSI: Crime Scene Investigation,pchls,Denmark,svod,1,1
2018-10-01,CSI: Cyber,ios,Denmark,svod,2,2
2018-10-01,CSI: Miami,ios,Normway,svod,1,1
2018-10-01,CSI: NY,ios,Denmark,svod,2,2
2018-10-01,CSI: NY,lg2016xdk,Denmark,svod,1,1
2018-10-01,CSI: NY,ps4xdk,Denmark,svod,1,1
2018-10-01,Cadillac Records,chromecast,Denmark,svod,1,1
2018-10-01,Cadillac Records,ios,Sweden,svod,1,1
2018-10-01,Cage Warriors Live,androiddash,Denmark,svod,2,2
2018-10-01,Cage Warriors Live,androiddash,Finland,svod,3,3
2018-10-01,Cage Warriors Live,androiddash,Sweden,svod,2,2
2018-10-01,Cage Warriors Live,chromecast,Denmark,svod,2,2
2018-10-01,Cage Warriors Live,chromecast,Sweden,svod,1,1
2018-10-01,Cage Warriors Live,ios,Denmark,svod,1,1
2018-10-01,Cage Warriors Live,ios,Sweden,svod,1,1
2018-10-01,Cage Warriors Live,pcdash,Denmark,svod,1,1
2018-10-01,Cage Warriors Live,pcdash,Finland,svod,1,1
2018-10-01,Cage Warriors Live,pcdash,Normway,svod,1,1
2018-10-01,Cage Warriors Live,pcdash,Sweden,svod,6,6
2018-10-01,Cage Warriors Live,pchls,Denmark,svod,1,1
2018-10-01,Cage Warriors Live,ps4xdk,Sweden,svod,1,1
2018-10-01,Cage Warriors Live,samsung2016xdk,Sweden,svod,1,1
2018-10-01,Cage Warriors Live,samsung2017xdk,Finland,svod,1,1
2018-10-01,Call Me By Your Name,samsung2017xdk,Normway,tvod,1,1
2018-10-01,Call The Midwife,androiddash,Sweden,svod,2,2
2018-10-01,Call The Midwife,chromecast,Sweden,svod,1,1
2018-10-01,Call The Midwife,ios,Sweden,svod,3,3
2018-10-01,Cam & Leon,androiddash,Denmark,svod,3,4
2018-10-01,Cam & Leon,androiddash,Finland,svod,1,1
2018-10-01,Cam & Leon,androiddash,Normway,svod,2,5
2018-10-01,Cam & Leon,androiddash,Sweden,svod,2,3
2018-10-01,Cam & Leon,androidxdk,Finland,svod,1,8
2018-10-01,Cam & Leon,androidxdk,Sweden,svod,1,1
2018-10-01,Cam & Leon,atv,Denmark,svod,2,2
2018-10-01,Cam & Leon,atv,Normway,svod,5,15
2018-10-01,Cam & Leon,atv,Sweden,svod,7,12
2018-10-01,Cam & Leon,chromecast,Denmark,svod,2,4
2018-10-01,Cam & Leon,chromecast,Normway,svod,3,7
2018-10-01,Cam & Leon,chromecast,Sweden,svod,3,4
2018-10-01,Cam & Leon,ios,Denmark,svod,10,14
2018-10-01,Cam & Leon,ios,Normway,svod,2,2
2018-10-01,Cam & Leon,ios,Sweden,svod,3,4
2018-10-01,Cam & Leon,lg2015xdk,Normway,svod,1,3
2018-10-01,Cam & Leon,lg2015xdk,Sweden,svod,1,1
2018-10-01,Cam & Leon,lg2017xdk,Finland,svod,1,2
2018-10-01,Cam & Leon,lg2017xdk,Normway,svod,1,1
2018-10-01,Cam & Leon,lg2017xdk,Sweden,svod,1,1
2018-10-01,Cam & Leon,pcdash,Denmark,svod,1,6
2018-10-01,Cam & Leon,pcdash,Sweden,svod,1,1
2018-10-01,Cam & Leon,pchls,Sweden,svod,1,1
2018-10-01,Cam & Leon,ps4xdk,Normway,svod,1,3
2018-10-01,Cam & Leon,samsung2012xdk,Denmark,svod,1,6
2018-10-01,Cam & Leon,samsung2014xdk,Denmark,svod,1,2
2018-10-01,Cam & Leon,samsung2014xdk,Finland,svod,1,1
2018-10-01,Cam & Leon,samsung2015xdk,Denmark,svod,1,5
2018-10-01,Cam & Leon,samsung2015xdk,Finland,svod,2,3
2018-10-01,Cam & Leon,samsung2016xdk,Finland,svod,1,2
2018-10-01,Cam & Leon,samsung2016xdk,Sweden,svod,1,1
2018-10-01,Camilla Läckberg - Fjällbackamorden,atv,Normway,svod,1,1
2018-10-01,Camilla Läckberg - Fjällbackamorden,atv,Sweden,svod,4,4
2018-10-01,Camilla Läckberg - Fjällbackamorden,chromecast,Denmark,svod,1,1
2018-10-01,Camilla Läckberg - Fjällbackamorden,chromecast,Normway,svod,1,1
2018-10-01,Camilla Läckberg - Fjällbackamorden,chromecast,Sweden,svod,4,5
2018-10-01,Camilla Läckberg - Fjällbackamorden,ios,Denmark,svod,1,1
2018-10-01,Camilla Läckberg - Fjällbackamorden,ios,Sweden,svod,2,2
2018-10-01,Camilla Läckberg - Fjällbackamorden,pcdash,Denmark,svod,2,2
2018-10-01,Camilla Läckberg - Fjällbackamorden,pcdash,Sweden,svod,1,1
2018-10-01,Camilla Läckberg - Fjällbackamorden,samsung2017xdk,Normway,svod,1,1
2018-10-01,Camp Kulinaris,atv,Normway,svod,1,1
2018-10-01,Camp Kulinaris,chromecast,Normway,svod,1,1
2018-10-01,Camp Kulinaris,samsung2015xdk,Normway,svod,1,1
2018-10-01,Camp Kulinaris,samsung2016xdk,Normway,svod,2,2
2018-10-01,Campeonato Brasileiro Live,samsung2017xdk,Denmark,svod,1,1
2018-10-01,Captain America: Civil War,androiddash,Sweden,est,1,1
2018-10-01,Captain America: Civil War,ps4xdk,Normway,est,1,1
2018-10-01,Car S.O.S,ios,Sweden,svod,3,3
2018-10-01,Car S.O.S.,atv,Sweden,svod,1,1
2018-10-01,Car S.O.S.,ios,Sweden,svod,2,2
2018-10-01,Care Bears: Welcome to Care-a-Lot,androiddash,Denmark,svod,3,3
2018-10-01,Care Bears: Welcome to Care-a-Lot,androiddash,Finland,svod,3,3
2018-10-01,Care Bears: Welcome to Care-a-Lot,androiddash,Normway,svod,1,1
2018-10-01,Care Bears: Welcome to Care-a-Lot,androiddash,Sweden,svod,7,7
2018-10-01,Care Bears: Welcome to Care-a-Lot,androidxdk,Denmark,svod,3,3
2018-10-01,Care Bears: Welcome to Care-a-Lot,androidxdk,Finland,svod,3,3
2018-10-01,Care Bears: Welcome to Care-a-Lot,androidxdk,Sweden,svod,1,2
2018-10-01,Care Bears: Welcome to Care-a-Lot,atv,Denmark,svod,9,10
2018-10-01,Care Bears: Welcome to Care-a-Lot,atv,Finland,svod,1,2
2018-10-01,Care Bears: Welcome to Care-a-Lot,atv,Normway,svod,3,3
2018-10-01,Care Bears: Welcome to Care-a-Lot,atv,Sweden,svod,17,17
2018-10-01,Care Bears: Welcome to Care-a-Lot,chromecast,Denmark,svod,4,5
2018-10-01,Care Bears: Welcome to Care-a-Lot,chromecast,Sweden,svod,18,22
2018-10-01,Care Bears: Welcome to Care-a-Lot,ios,Denmark,svod,18,19
2018-10-01,Care Bears: Welcome to Care-a-Lot,ios,Finland,svod,2,2
2018-10-01,Care Bears: Welcome to Care-a-Lot,ios,Normway,svod,4,4
2018-10-01,Care Bears: Welcome to Care-a-Lot,ios,Sweden,svod,12,12
2018-10-01,Care Bears: Welcome to Care-a-Lot,lg2013xdk,Normway,svod,1,1
2018-10-01,Care Bears: Welcome to Care-a-Lot,lg2015xdk,Denmark,svod,1,1
2018-10-01,Care Bears: Welcome to Care-a-Lot,lg2015xdk,Sweden,svod,1,1
2018-10-01,Care Bears: Welcome to Care-a-Lot,lg2016xdk,Finland,svod,1,1
2018-10-01,Care Bears: Welcome to Care-a-Lot,lg2016xdk,Sweden,svod,3,10
2018-10-01,Care Bears: Welcome to Care-a-Lot,lg2017xdk,Finland,svod,2,2
2018-10-01,Care Bears: Welcome to Care-a-Lot,lg2017xdk,Sweden,svod,1,1
2018-10-01,Care Bears: Welcome to Care-a-Lot,lg2018xdk,Denmark,svod,1,1
2018-10-01,Care Bears: Welcome to Care-a-Lot,pcdash,Denmark,svod,2,2
2018-10-01,Care Bears: Welcome to Care-a-Lot,pcdash,Finland,svod,2,4
2018-10-01,Care Bears: Welcome to Care-a-Lot,pcdash,Normway,svod,1,1
2018-10-01,Care Bears: Welcome to Care-a-Lot,pcdash,Sweden,svod,5,7
2018-10-01,Care Bears: Welcome to Care-a-Lot,pchls,Denmark,svod,1,1
2018-10-01,Care Bears: Welcome to Care-a-Lot,pchls,Normway,svod,1,1
2018-10-01,Care Bears: Welcome to Care-a-Lot,ps3xdk,Denmark,svod,1,1
2018-10-01,Care Bears: Welcome to Care-a-Lot,ps4xdk,Finland,svod,2,2
2018-10-01,Care Bears: Welcome to Care-a-Lot,samsung2012xdk,Denmark,svod,1,1
2018-10-01,Care Bears: Welcome to Care-a-Lot,samsung2012xdk,Normway,svod,1,1
2018-10-01,Care Bears: Welcome to Care-a-Lot,samsung2013xdk,Denmark,svod,1,1
2018-10-01,Care Bears: Welcome to Care-a-Lot,samsung2013xdk,Sweden,svod,3,4
2018-10-01,Care Bears: Welcome to Care-a-Lot,samsung2014xdk,Denmark,svod,1,1
2018-10-01,Care Bears: Welcome to Care-a-Lot,samsung2014xdk,Sweden,svod,2,2
2018-10-01,Care Bears: Welcome to Care-a-Lot,samsung2016xdk,Denmark,svod,1,1
2018-10-01,Care Bears: Welcome to Care-a-Lot,samsung2016xdk,Finland,svod,2,4
2018-10-01,Care Bears: Welcome to Care-a-Lot,samsung2016xdk,Normway,svod,1,1
2018-10-01,Care Bears: Welcome to Care-a-Lot,samsung2016xdk,Sweden,svod,2,2
2018-10-01,Care Bears: Welcome to Care-a-Lot,samsung2017xdk,Denmark,svod,1,1
2018-10-01,Care Bears: Welcome to Care-a-Lot,samsung2017xdk,Finland,svod,1,1
2018-10-01,Care Bears: Welcome to Care-a-Lot,samsung2017xdk,Sweden,svod,2,2
2018-10-01,Caribbean Life,ios,Denmark,svod,1,1
2018-10-01,Carp Wars,atv,Denmark,svod,1,1
2018-10-01,Carp Wars,atv,Sweden,svod,1,1
2018-10-01,Carp Wars,ios,Denmark,svod,1,1
2018-10-01,Carp Wars,ios,Sweden,svod,3,3
2018-10-01,Carp Wars,pcdash,Normway,svod,1,1
2018-10-01,Cars 2,samsung2015xdk,Normway,tvod,1,1
2018-10-01,Cars 3,androiddash,Denmark,svod,3,3
2018-10-01,Cars 3,androiddash,Denmark,svod,1,1
2018-10-01,Cars 3,androiddash,Finland,svod,2,2
2018-10-01,Cars 3,androiddash,Normway,svod,1,1
2018-10-01,Cars 3,androiddash,Sweden,svod,6,6
2018-10-01,Cars 3,androiddash,Sweden,svod,2,2
2018-10-01,Cars 3,androidxdk,Normway,svod,1,1
